p1,p2,p3,n1,n2,n3
0.018877,0.016145,0.018422,0.019217,0.016753,0.027225
0.016145,0.018422,0.019217,0.016753,0.027225,0.022986
0.018422,0.019217,0.016753,0.027225,0.022986,0.023927
0.019217,0.016753,0.027225,0.022986,0.023927,0.020181
0.016753,0.027225,0.022986,0.023927,0.020181,0.017423
0.027225,0.022986,0.023927,0.020181,0.017423,0.029168
0.022986,0.023927,0.020181,0.017423,0.029168,0.022458
0.023927,0.020181,0.017423,0.029168,0.022458,0.031892
0.020181,0.017423,0.029168,0.022458,0.031892,0.020214
0.017423,0.029168,0.022458,0.031892,0.020214,0.021075
0.029168,0.022458,0.031892,0.020214,0.021075,0.021115
0.022458,0.031892,0.020214,0.021075,0.021115,0.022913
0.031892,0.020214,0.021075,0.021115,0.022913,0.029255
0.020214,0.021075,0.021115,0.022913,0.029255,0.023181
0.021075,0.021115,0.022913,0.029255,0.023181,0.022985
0.021115,0.022913,0.029255,0.023181,0.022985,0.022211
0.022913,0.029255,0.023181,0.022985,0.022211,0.017829
0.029255,0.023181,0.022985,0.022211,0.017829,0.020758
0.023181,0.022985,0.022211,0.017829,0.020758,0.026626
0.022985,0.022211,0.017829,0.020758,0.026626,0.027212
0.022211,0.017829,0.020758,0.026626,0.027212,0.020255
0.017829,0.020758,0.026626,0.027212,0.020255,0.028565
0.020758,0.026626,0.027212,0.020255,0.028565,0.021737
0.026626,0.027212,0.020255,0.028565,0.021737,0.02178
0.027212,0.020255,0.028565,0.021737,0.02178,0.020623
0.020255,0.028565,0.021737,0.02178,0.020623,0.018609
0.028565,0.021737,0.02178,0.020623,0.018609,0.024428
0.021737,0.02178,0.020623,0.018609,0.024428,0.017553
0.02178,0.020623,0.018609,0.024428,0.017553,0.017557
0.020623,0.018609,0.024428,0.017553,0.017557,0.018269
0.018609,0.024428,0.017553,0.017557,0.018269,0.030179
0.024428,0.017553,0.017557,0.018269,0.030179,0.018631
0.017553,0.017557,0.018269,0.030179,0.018631,0.018675
0.017557,0.018269,0.030179,0.018631,0.018675,0.01456
0.018269,0.030179,0.018631,0.018675,0.01456,0.018577
0.030179,0.018631,0.018675,0.01456,0.018577,0.017979
0.018631,0.018675,0.01456,0.018577,0.017979,0.017361
0.018675,0.01456,0.018577,0.017979,0.017361,0.016014
0.01456,0.018577,0.017979,0.017361,0.016014,0.018087
0.018577,0.017979,0.017361,0.016014,0.018087,0.016081
0.017979,0.017361,0.016014,0.018087,0.016081,0.018157
0.017361,0.016014,0.018087,0.016081,0.018157,0.014782
0.016014,0.018087,0.016081,0.018157,0.014782,0.016876
0.018087,0.016081,0.018157,0.014782,0.016876,0.017269
0.016081,0.018157,0.014782,0.016876,0.017269,0.014817
0.018157,0.014782,0.016876,0.017269,0.014817,0.017049
0.014782,0.016876,0.017269,0.014817,0.017049,0.017719
0.016876,0.017269,0.014817,0.017049,0.017719,0.015965
0.017269,0.014817,0.017049,0.017719,0.015965,0.019246
0.014817,0.017049,0.017719,0.015965,0.019246,0.020893
0.017049,0.017719,0.015965,0.019246,0.020893,0.016616
0.017719,0.015965,0.019246,0.020893,0.016616,0.019379
0.015965,0.019246,0.020893,0.016616,0.019379,0.020604
0.019246,0.020893,0.016616,0.019379,0.020604,0.018087
0.020893,0.016616,0.019379,0.020604,0.018087,0.017976
0.016616,0.019379,0.020604,0.018087,0.017976,0.023341
0.019379,0.020604,0.018087,0.017976,0.023341,0.017557
0.020604,0.018087,0.017976,0.023341,0.017557,0.01856
0.018087,0.017976,0.023341,0.017557,0.01856,0.017419
0.017976,0.023341,0.017557,0.01856,0.017419,0.019431
0.023341,0.017557,0.01856,0.017419,0.019431,0.017104
0.017557,0.01856,0.017419,0.019431,0.017104,0.018305
0.01856,0.017419,0.019431,0.017104,0.018305,0.016819
0.017419,0.019431,0.017104,0.018305,0.016819,0.02163
0.019431,0.017104,0.018305,0.016819,0.02163,0.019302
0.017104,0.018305,0.016819,0.02163,0.019302,0.021462
0.018305,0.016819,0.02163,0.019302,0.021462,0.021508
0.016819,0.02163,0.019302,0.021462,0.021508,0.022351
0.02163,0.019302,0.021462,0.021508,0.022351,0.029434
0.019302,0.021462,0.021508,0.022351,0.029434,0.027171
0.021462,0.021508,0.022351,0.029434,0.027171,0.022729
0.021508,0.022351,0.029434,0.027171,0.022729,0.023268
0.022351,0.029434,0.027171,0.022729,0.023268,0.025724
0.029434,0.027171,0.022729,0.023268,0.025724,0.025838
0.027171,0.022729,0.023268,0.025724,0.025838,0.022475
0.022729,0.023268,0.025724,0.025838,0.022475,0.017784
0.023268,0.025724,0.025838,0.022475,0.017784,0.02202
0.025724,0.025838,0.022475,0.017784,0.02202,0.019103
0.025838,0.022475,0.017784,0.02202,0.019103,0.021203
0.022475,0.017784,0.02202,0.019103,0.021203,0.026465
0.017784,0.02202,0.019103,0.021203,0.026465,0.025026
0.02202,0.019103,0.021203,0.026465,0.025026,0.018172
0.019103,0.021203,0.026465,0.025026,0.018172,0.020072
0.021203,0.026465,0.025026,0.018172,0.020072,0.020754
0.026465,0.025026,0.018172,0.020072,0.020754,0.019801
0.025026,0.018172,0.020072,0.020754,0.019801,0.016881
0.018172,0.020072,0.020754,0.019801,0.016881,0.024605
0.020072,0.020754,0.019801,0.016881,0.024605,0.017822
0.020754,0.019801,0.016881,0.024605,0.017822,0.023136
0.019801,0.016881,0.024605,0.017822,0.023136,0.017949
0.016881,0.024605,0.017822,0.023136,0.017949,0.01863
0.024605,0.017822,0.023136,0.017949,0.01863,0.016189
0.017822,0.023136,0.017949,0.01863,0.016189,0.016559
0.023136,0.017949,0.01863,0.016189,0.016559,0.02004
0.017949,0.01863,0.016189,0.016559,0.02004,0.014315
0.01863,0.016189,0.016559,0.02004,0.014315,0.012647
0.016189,0.016559,0.02004,0.014315,0.012647,0.015
0.016559,0.02004,0.014315,0.012647,0.015,0.017027
0.02004,0.014315,0.012647,0.015,0.017027,0.018524
0.014315,0.012647,0.015,0.017027,0.018524,0.021182
0.012647,0.015,0.017027,0.018524,0.021182,0.015296
0.015,0.017027,0.018524,0.021182,0.015296,0.01667
0.017027,0.018524,0.021182,0.015296,0.01667,0.016818
0.018524,0.021182,0.015296,0.01667,0.016818,0.018397
0.021182,0.015296,0.01667,0.016818,0.018397,0.017315
0.015296,0.01667,0.016818,0.018397,0.017315,0.016459
0.01667,0.016818,0.018397,0.017315,0.016459,0.016078
0.016818,0.018397,0.017315,0.016459,0.016078,0.016162
0.018397,0.017315,0.016459,0.016078,0.016162,0.015019
0.017315,0.016459,0.016078,0.016162,0.015019,0.015234
0.016459,0.016078,0.016162,0.015019,0.015234,0.017216
0.016078,0.016162,0.015019,0.015234,0.017216,0.017439
0.016162,0.015019,0.015234,0.017216,0.017439,0.01743
0.015019,0.015234,0.017216,0.017439,0.01743,0.016338
0.015234,0.017216,0.017439,0.01743,0.016338,0.016461
0.017216,0.017439,0.01743,0.016338,0.016461,0.01677
0.017439,0.01743,0.016338,0.016461,0.01677,0.017925
0.01743,0.016338,0.016461,0.01677,0.017925,0.017891
0.016338,0.016461,0.01677,0.017925,0.017891,0.018415
0.016461,0.01677,0.017925,0.017891,0.018415,0.020942
0.01677,0.017925,0.017891,0.018415,0.020942,0.018164
0.017925,0.017891,0.018415,0.020942,0.018164,0.017561
0.017891,0.018415,0.020942,0.018164,0.017561,0.018044
0.018415,0.020942,0.018164,0.017561,0.018044,0.019242
0.020942,0.018164,0.017561,0.018044,0.019242,0.019356
0.018164,0.017561,0.018044,0.019242,0.019356,0.014887
0.017561,0.018044,0.019242,0.019356,0.014887,0.017235
0.018044,0.019242,0.019356,0.014887,0.017235,0.023389
0.019242,0.019356,0.014887,0.017235,0.023389,0.03047
0.019356,0.014887,0.017235,0.023389,0.03047,0.026887
0.014887,0.017235,0.023389,0.03047,0.026887,0.024442
0.017235,0.023389,0.03047,0.026887,0.024442,0.02706
0.023389,0.03047,0.026887,0.024442,0.02706,0.024428
0.03047,0.026887,0.024442,0.02706,0.024428,0.02512
0.026887,0.024442,0.02706,0.024428,0.02512,0.023622
0.024442,0.02706,0.024428,0.02512,0.023622,0.020351
0.02706,0.024428,0.02512,0.023622,0.020351,0.024196
0.024428,0.02512,0.023622,0.020351,0.024196,0.029737
0.02512,0.023622,0.020351,0.024196,0.029737,0.02364
0.023622,0.020351,0.024196,0.029737,0.02364,0.019861
0.020351,0.024196,0.029737,0.02364,0.019861,0.01836
0.024196,0.029737,0.02364,0.019861,0.01836,0.023247
0.029737,0.02364,0.019861,0.01836,0.023247,0.023542
0.02364,0.019861,0.01836,0.023247,0.023542,0.02563
0.019861,0.01836,0.023247,0.023542,0.02563,0.022406
0.01836,0.023247,0.023542,0.02563,0.022406,0.017275
0.023247,0.023542,0.02563,0.022406,0.017275,0.016994
0.023542,0.02563,0.022406,0.017275,0.016994,0.017145
0.02563,0.022406,0.017275,0.016994,0.017145,0.016805
0.022406,0.017275,0.016994,0.017145,0.016805,0.021056
0.017275,0.016994,0.017145,0.016805,0.021056,0.019349
0.016994,0.017145,0.016805,0.021056,0.019349,0.016346
0.017145,0.016805,0.021056,0.019349,0.016346,0.021284
0.016805,0.021056,0.019349,0.016346,0.021284,0.017077
0.021056,0.019349,0.016346,0.021284,0.017077,0.022157
0.019349,0.016346,0.021284,0.017077,0.022157,0.021268
0.016346,0.021284,0.017077,0.022157,0.021268,0.018578
0.021284,0.017077,0.022157,0.021268,0.018578,0.015535
0.017077,0.022157,0.021268,0.018578,0.015535,0.012095
0.022157,0.021268,0.018578,0.015535,0.012095,0.02229
0.021268,0.018578,0.015535,0.012095,0.02229,0.016864
0.018578,0.015535,0.012095,0.02229,0.016864,0.023336
0.015535,0.012095,0.02229,0.016864,0.023336,0.022583
0.012095,0.02229,0.016864,0.023336,0.022583,0.019375
0.02229,0.016864,0.023336,0.022583,0.019375,0.017542
0.016864,0.023336,0.022583,0.019375,0.017542,0.021467
0.023336,0.022583,0.019375,0.017542,0.021467,0.018845
0.022583,0.019375,0.017542,0.021467,0.018845,0.022443
0.019375,0.017542,0.021467,0.018845,0.022443,0.023132
0.017542,0.021467,0.018845,0.022443,0.023132,0.017158
0.021467,0.018845,0.022443,0.023132,0.017158,0.017075
0.018845,0.022443,0.023132,0.017158,0.017075,0.018822
0.022443,0.023132,0.017158,0.017075,0.018822,0.018626
0.023132,0.017158,0.017075,0.018822,0.018626,0.019773
0.017158,0.017075,0.018822,0.018626,0.019773,0.017581
0.017075,0.018822,0.018626,0.019773,0.017581,0.017054
0.018822,0.018626,0.019773,0.017581,0.017054,0.017585
0.018626,0.019773,0.017581,0.017054,0.017585,0.014975
0.019773,0.017581,0.017054,0.017585,0.014975,0.016383
0.017581,0.017054,0.017585,0.014975,0.016383,0.014442
0.017054,0.017585,0.014975,0.016383,0.014442,0.012244
0.017585,0.014975,0.016383,0.014442,0.012244,0.0113
0.014975,0.016383,0.014442,0.012244,0.0113,0.012004
0.016383,0.014442,0.012244,0.0113,0.012004,0.023934
0.014442,0.012244,0.0113,0.012004,0.023934,0.025682
0.012244,0.0113,0.012004,0.023934,0.025682,0.021381
0.0113,0.012004,0.023934,0.025682,0.021381,0.018652
0.012004,0.023934,0.025682,0.021381,0.018652,0.017694
0.023934,0.025682,0.021381,0.018652,0.017694,0.018042
0.025682,0.021381,0.018652,0.017694,0.018042,0.017317
0.021381,0.018652,0.017694,0.018042,0.017317,0.020461
0.018652,0.017694,0.018042,0.017317,0.020461,0.020582
0.017694,0.018042,0.017317,0.020461,0.020582,0.01649
0.018042,0.017317,0.020461,0.020582,0.01649,0.024079
0.017317,0.020461,0.020582,0.01649,0.024079,0.017687
0.020461,0.020582,0.01649,0.024079,0.017687,0.019379
0.020582,0.01649,0.024079,0.017687,0.019379,0.018207
0.01649,0.024079,0.017687,0.019379,0.018207,0.019981
0.024079,0.017687,0.019379,0.018207,0.019981,0.019169
0.017687,0.019379,0.018207,0.019981,0.019169,0.019406
0.019379,0.018207,0.019981,0.019169,0.019406,0.020808
0.018207,0.019981,0.019169,0.019406,0.020808,0.020033
0.019981,0.019169,0.019406,0.020808,0.020033,0.019421
0.019169,0.019406,0.020808,0.020033,0.019421,0.018778
0.019406,0.020808,0.020033,0.019421,0.018778,0.01721
0.020808,0.020033,0.019421,0.018778,0.01721,0.018457
0.020033,0.019421,0.018778,0.01721,0.018457,0.033275
0.019421,0.018778,0.01721,0.018457,0.033275,0.016457
0.018778,0.01721,0.018457,0.033275,0.016457,0.015746
0.01721,0.018457,0.033275,0.016457,0.015746,0.019641
0.018457,0.033275,0.016457,0.015746,0.019641,0.020786
0.033275,0.016457,0.015746,0.019641,0.020786,0.021411
0.016457,0.015746,0.019641,0.020786,0.021411,0.016563
0.015746,0.019641,0.020786,0.021411,0.016563,0.017129
0.019641,0.020786,0.021411,0.016563,0.017129,0.018512
0.020786,0.021411,0.016563,0.017129,0.018512,0.018487
0.021411,0.016563,0.017129,0.018512,0.018487,0.016845
0.016563,0.017129,0.018512,0.018487,0.016845,0.02278
0.017129,0.018512,0.018487,0.016845,0.02278,0.01853
0.018512,0.018487,0.016845,0.02278,0.01853,0.020963
0.018487,0.016845,0.02278,0.01853,0.020963,0.020628
0.016845,0.02278,0.01853,0.020963,0.020628,0.022927
0.02278,0.01853,0.020963,0.020628,0.022927,0.019394
0.01853,0.020963,0.020628,0.022927,0.019394,0.020487
0.020963,0.020628,0.022927,0.019394,0.020487,0.018502
0.020628,0.022927,0.019394,0.020487,0.018502,0.019098
0.022927,0.019394,0.020487,0.018502,0.019098,0.018631
0.019394,0.020487,0.018502,0.019098,0.018631,0.017953
0.020487,0.018502,0.019098,0.018631,0.017953,0.021994
0.018502,0.019098,0.018631,0.017953,0.021994,0.019508
0.019098,0.018631,0.017953,0.021994,0.019508,0.02001
0.018631,0.017953,0.021994,0.019508,0.02001,0.019172
0.017953,0.021994,0.019508,0.02001,0.019172,0.020642
0.021994,0.019508,0.02001,0.019172,0.020642,0.02199
0.019508,0.02001,0.019172,0.020642,0.02199,0.019785
0.02001,0.019172,0.020642,0.02199,0.019785,0.020433
0.019172,0.020642,0.02199,0.019785,0.020433,0.018303
0.020642,0.02199,0.019785,0.020433,0.018303,0.024049
0.02199,0.019785,0.020433,0.018303,0.024049,0.020509
0.019785,0.020433,0.018303,0.024049,0.020509,0.0182
0.020433,0.018303,0.024049,0.020509,0.0182,0.02024
0.018303,0.024049,0.020509,0.0182,0.02024,0.025403
0.024049,0.020509,0.0182,0.02024,0.025403,0.021545
0.020509,0.0182,0.02024,0.025403,0.021545,0.018176
0.0182,0.02024,0.025403,0.021545,0.018176,0.030354
0.02024,0.025403,0.021545,0.018176,0.030354,0.025999
0.025403,0.021545,0.018176,0.030354,0.025999,0.018781
0.021545,0.018176,0.030354,0.025999,0.018781,0.018245
0.018176,0.030354,0.025999,0.018781,0.018245,0.01836
0.030354,0.025999,0.018781,0.018245,0.01836,0.017763
0.025999,0.018781,0.018245,0.01836,0.017763,0.016691
0.018781,0.018245,0.01836,0.017763,0.016691,0.025691
0.018245,0.01836,0.017763,0.016691,0.025691,0.024195
0.01836,0.017763,0.016691,0.025691,0.024195,0.024655
0.017763,0.016691,0.025691,0.024195,0.024655,0.028932
0.016691,0.025691,0.024195,0.024655,0.028932,0.023156
0.025691,0.024195,0.024655,0.028932,0.023156,0.021799
0.024195,0.024655,0.028932,0.023156,0.021799,0.025739
0.024655,0.028932,0.023156,0.021799,0.025739,0.024259
0.028932,0.023156,0.021799,0.025739,0.024259,0.026503
0.023156,0.021799,0.025739,0.024259,0.026503,0.020844
0.021799,0.025739,0.024259,0.026503,0.020844,0.023343
0.025739,0.024259,0.026503,0.020844,0.023343,0.026802
0.024259,0.026503,0.020844,0.023343,0.026802,0.022346
0.026503,0.020844,0.023343,0.026802,0.022346,0.026663
0.020844,0.023343,0.026802,0.022346,0.026663,0.020963
0.023343,0.026802,0.022346,0.026663,0.020963,0.01932
0.026802,0.022346,0.026663,0.020963,0.01932,0.022782
0.022346,0.026663,0.020963,0.01932,0.022782,0.020121
0.026663,0.020963,0.01932,0.022782,0.020121,0.017098
0.020963,0.01932,0.022782,0.020121,0.017098,0.016684
0.01932,0.022782,0.020121,0.017098,0.016684,0.018726
0.022782,0.020121,0.017098,0.016684,0.018726,0.019087
0.020121,0.017098,0.016684,0.018726,0.019087,0.027292
0.017098,0.016684,0.018726,0.019087,0.027292,0.02633
0.016684,0.018726,0.019087,0.027292,0.02633,0.021017
0.018726,0.019087,0.027292,0.02633,0.021017,0.02099
0.019087,0.027292,0.02633,0.021017,0.02099,0.021451
0.027292,0.02633,0.021017,0.02099,0.021451,0.016475
0.02633,0.021017,0.02099,0.021451,0.016475,0.016283
0.021017,0.02099,0.021451,0.016475,0.016283,0.016529
0.02099,0.021451,0.016475,0.016283,0.016529,0.015157
0.021451,0.016475,0.016283,0.016529,0.015157,0.016579
0.016475,0.016283,0.016529,0.015157,0.016579,0.017152
0.016283,0.016529,0.015157,0.016579,0.017152,0.013151
0.016529,0.015157,0.016579,0.017152,0.013151,0.017629
0.015157,0.016579,0.017152,0.013151,0.017629,0.021056
0.016579,0.017152,0.013151,0.017629,0.021056,0.016419
0.017152,0.013151,0.017629,0.021056,0.016419,0.017312
0.013151,0.017629,0.021056,0.016419,0.017312,0.015315
0.017629,0.021056,0.016419,0.017312,0.015315,0.020542
0.021056,0.016419,0.017312,0.015315,0.020542,0.016861
0.016419,0.017312,0.015315,0.020542,0.016861,0.019052
0.017312,0.015315,0.020542,0.016861,0.019052,0.017725
0.015315,0.020542,0.016861,0.019052,0.017725,0.018222
0.020542,0.016861,0.019052,0.017725,0.018222,0.015897
0.016861,0.019052,0.017725,0.018222,0.015897,0.017377
0.019052,0.017725,0.018222,0.015897,0.017377,0.015528
0.017725,0.018222,0.015897,0.017377,0.015528,0.017196
0.018222,0.015897,0.017377,0.015528,0.017196,0.016186
0.015897,0.017377,0.015528,0.017196,0.016186,0.016435
0.017377,0.015528,0.017196,0.016186,0.016435,0.016922
0.015528,0.017196,0.016186,0.016435,0.016922,0.021945
0.017196,0.016186,0.016435,0.016922,0.021945,0.019626
0.016186,0.016435,0.016922,0.021945,0.019626,0.016694
0.016435,0.016922,0.021945,0.019626,0.016694,0.018543
0.016922,0.021945,0.019626,0.016694,0.018543,0.017479
0.021945,0.019626,0.016694,0.018543,0.017479,0.01879
0.019626,0.016694,0.018543,0.017479,0.01879,0.01562
0.016694,0.018543,0.017479,0.01879,0.01562,0.020362
0.018543,0.017479,0.01879,0.01562,0.020362,0.019023
0.017479,0.01879,0.01562,0.020362,0.019023,0.023968
0.01879,0.01562,0.020362,0.019023,0.023968,0.021442
0.01562,0.020362,0.019023,0.023968,0.021442,0.016843
0.020362,0.019023,0.023968,0.021442,0.016843,0.015652
0.019023,0.023968,0.021442,0.016843,0.015652,0.014413
0.023968,0.021442,0.016843,0.015652,0.014413,0.019912
0.021442,0.016843,0.015652,0.014413,0.019912,0.016571
0.016843,0.015652,0.014413,0.019912,0.016571,0.015487
0.015652,0.014413,0.019912,0.016571,0.015487,0.018995
0.014413,0.019912,0.016571,0.015487,0.018995,0.022448
0.019912,0.016571,0.015487,0.018995,0.022448,0.021314
0.016571,0.015487,0.018995,0.022448,0.021314,0.018185
0.015487,0.018995,0.022448,0.021314,0.018185,0.018961
0.018995,0.022448,0.021314,0.018185,0.018961,0.017456
0.022448,0.021314,0.018185,0.018961,0.017456,0.019052
0.021314,0.018185,0.018961,0.017456,0.019052,0.019262
0.018185,0.018961,0.017456,0.019052,0.019262,0.017094
0.018961,0.017456,0.019052,0.019262,0.017094,0.017688
0.017456,0.019052,0.019262,0.017094,0.017688,0.017144
0.019052,0.019262,0.017094,0.017688,0.017144,0.017092
0.019262,0.017094,0.017688,0.017144,0.017092,0.016587
0.017094,0.017688,0.017144,0.017092,0.016587,0.019293
0.017688,0.017144,0.017092,0.016587,0.019293,0.018576
0.017144,0.017092,0.016587,0.019293,0.018576,0.015724
0.017092,0.016587,0.019293,0.018576,0.015724,0.021304
0.016587,0.019293,0.018576,0.015724,0.021304,0.017336
0.019293,0.018576,0.015724,0.021304,0.017336,0.016538
0.018576,0.015724,0.021304,0.017336,0.016538,0.01681
0.015724,0.021304,0.017336,0.016538,0.01681,0.018815
0.021304,0.017336,0.016538,0.01681,0.018815,0.018643
0.017336,0.016538,0.01681,0.018815,0.018643,0.016867
0.016538,0.01681,0.018815,0.018643,0.016867,0.014115
0.01681,0.018815,0.018643,0.016867,0.014115,0.016917
0.018815,0.018643,0.016867,0.014115,0.016917,0.016312
0.018643,0.016867,0.014115,0.016917,0.016312,0.020648
0.016867,0.014115,0.016917,0.016312,0.020648,0.014331
0.014115,0.016917,0.016312,0.020648,0.014331,0.016225
0.016917,0.016312,0.020648,0.014331,0.016225,0.021099
0.016312,0.020648,0.014331,0.016225,0.021099,0.018743
0.020648,0.014331,0.016225,0.021099,0.018743,0.02383
0.014331,0.016225,0.021099,0.018743,0.02383,0.021966
0.016225,0.021099,0.018743,0.02383,0.021966,0.017157
0.021099,0.018743,0.02383,0.021966,0.017157,0.01894
0.018743,0.02383,0.021966,0.017157,0.01894,0.01728
0.02383,0.021966,0.017157,0.01894,0.01728,0.017095
0.021966,0.017157,0.01894,0.01728,0.017095,0.019184
0.017157,0.01894,0.01728,0.017095,0.019184,0.017778
0.01894,0.01728,0.017095,0.019184,0.017778,0.017534
0.01728,0.017095,0.019184,0.017778,0.017534,0.018121
0.017095,0.019184,0.017778,0.017534,0.018121,0.016417
0.019184,0.017778,0.017534,0.018121,0.016417,0.018489
0.017778,0.017534,0.018121,0.016417,0.018489,0.020635
0.017534,0.018121,0.016417,0.018489,0.020635,0.023624
0.018121,0.016417,0.018489,0.020635,0.023624,0.023648
0.016417,0.018489,0.020635,0.023624,0.023648,0.026763
0.018489,0.020635,0.023624,0.023648,0.026763,0.021151
0.020635,0.023624,0.023648,0.026763,0.021151,0.021
0.023624,0.023648,0.026763,0.021151,0.021,0.018617
0.023648,0.026763,0.021151,0.021,0.018617,0.020544
0.026763,0.021151,0.021,0.018617,0.020544,0.023462
0.021151,0.021,0.018617,0.020544,0.023462,0.019236
0.021,0.018617,0.020544,0.023462,0.019236,0.018823
0.018617,0.020544,0.023462,0.019236,0.018823,0.024494
0.020544,0.023462,0.019236,0.018823,0.024494,0.027093
0.023462,0.019236,0.018823,0.024494,0.027093,0.027739
0.019236,0.018823,0.024494,0.027093,0.027739,0.019055
0.018823,0.024494,0.027093,0.027739,0.019055,0.022258
0.024494,0.027093,0.027739,0.019055,0.022258,0.021652
0.027093,0.027739,0.019055,0.022258,0.021652,0.027793
0.027739,0.019055,0.022258,0.021652,0.027793,0.026754
0.019055,0.022258,0.021652,0.027793,0.026754,0.024077
0.022258,0.021652,0.027793,0.026754,0.024077,0.021755
0.021652,0.027793,0.026754,0.024077,0.021755,0.02304
0.027793,0.026754,0.024077,0.021755,0.02304,0.033388
0.026754,0.024077,0.021755,0.02304,0.033388,0.030824
0.024077,0.021755,0.02304,0.033388,0.030824,0.024004
0.021755,0.02304,0.033388,0.030824,0.024004,0.025964
0.02304,0.033388,0.030824,0.024004,0.025964,0.026135
0.033388,0.030824,0.024004,0.025964,0.026135,0.026195
0.030824,0.024004,0.025964,0.026135,0.026195,0.025778
0.024004,0.025964,0.026135,0.026195,0.025778,0.026852
0.025964,0.026135,0.026195,0.025778,0.026852,0.022277
0.026135,0.026195,0.025778,0.026852,0.022277,0.02051
0.026195,0.025778,0.026852,0.022277,0.02051,0.025832
0.025778,0.026852,0.022277,0.02051,0.025832,0.023998
0.026852,0.022277,0.02051,0.025832,0.023998,0.020818
0.022277,0.02051,0.025832,0.023998,0.020818,0.019483
0.02051,0.025832,0.023998,0.020818,0.019483,0.01746
0.025832,0.023998,0.020818,0.019483,0.01746,0.022292
0.023998,0.020818,0.019483,0.01746,0.022292,0.027839
0.020818,0.019483,0.01746,0.022292,0.027839,0.017283
0.019483,0.01746,0.022292,0.027839,0.017283,0.019188
0.01746,0.022292,0.027839,0.017283,0.019188,0.022059
0.022292,0.027839,0.017283,0.019188,0.022059,0.019846
0.027839,0.017283,0.019188,0.022059,0.019846,0.020894
0.017283,0.019188,0.022059,0.019846,0.020894,0.020288
0.019188,0.022059,0.019846,0.020894,0.020288,0.020008
0.022059,0.019846,0.020894,0.020288,0.020008,0.020179
0.019846,0.020894,0.020288,0.020008,0.020179,0.018781
0.020894,0.020288,0.020008,0.020179,0.018781,0.012807
0.020288,0.020008,0.020179,0.018781,0.012807,0.020714
0.020008,0.020179,0.018781,0.012807,0.020714,0.018265
0.020179,0.018781,0.012807,0.020714,0.018265,0.020219
0.018781,0.012807,0.020714,0.018265,0.020219,0.020188
0.012807,0.020714,0.018265,0.020219,0.020188,0.019037
0.020714,0.018265,0.020219,0.020188,0.019037,0.01893
0.018265,0.020219,0.020188,0.019037,0.01893,0.019603
0.020219,0.020188,0.019037,0.01893,0.019603,0.019464
0.020188,0.019037,0.01893,0.019603,0.019464,0.02017
0.019037,0.01893,0.019603,0.019464,0.02017,0.017819
0.01893,0.019603,0.019464,0.02017,0.017819,0.017176
0.019603,0.019464,0.02017,0.017819,0.017176,0.019577
0.019464,0.02017,0.017819,0.017176,0.019577,0.017636
0.02017,0.017819,0.017176,0.019577,0.017636,0.018784
0.017819,0.017176,0.019577,0.017636,0.018784,0.018356
0.017176,0.019577,0.017636,0.018784,0.018356,0.021044
0.019577,0.017636,0.018784,0.018356,0.021044,0.017977
0.017636,0.018784,0.018356,0.021044,0.017977,0.017589
0.018784,0.018356,0.021044,0.017977,0.017589,0.016874
0.018356,0.021044,0.017977,0.017589,0.016874,0.013812
0.021044,0.017977,0.017589,0.016874,0.013812,0.020213
0.017977,0.017589,0.016874,0.013812,0.020213,0.014811
0.017589,0.016874,0.013812,0.020213,0.014811,0.014759
0.016874,0.013812,0.020213,0.014811,0.014759,0.015066
0.013812,0.020213,0.014811,0.014759,0.015066,0.031468
0.020213,0.014811,0.014759,0.015066,0.031468,0.020063
0.014811,0.014759,0.015066,0.031468,0.020063,0.018506
0.014759,0.015066,0.031468,0.020063,0.018506,0.019389
0.015066,0.031468,0.020063,0.018506,0.019389,0.018328
0.031468,0.020063,0.018506,0.019389,0.018328,0.020594
0.020063,0.018506,0.019389,0.018328,0.020594,0.019229
0.018506,0.019389,0.018328,0.020594,0.019229,0.019156
0.019389,0.018328,0.020594,0.019229,0.019156,0.018328
0.018328,0.020594,0.019229,0.019156,0.018328,0.016899
0.020594,0.019229,0.019156,0.018328,0.016899,0.020573
0.019229,0.019156,0.018328,0.016899,0.020573,0.020521
0.019156,0.018328,0.016899,0.020573,0.020521,0.026644
0.018328,0.016899,0.020573,0.020521,0.026644,0.020285
0.016899,0.020573,0.020521,0.026644,0.020285,0.020513
0.020573,0.020521,0.026644,0.020285,0.020513,0.024114
0.020521,0.026644,0.020285,0.020513,0.024114,0.025485
0.026644,0.020285,0.020513,0.024114,0.025485,0.023091
0.020285,0.020513,0.024114,0.025485,0.023091,0.019237
0.020513,0.024114,0.025485,0.023091,0.019237,0.021106
0.024114,0.025485,0.023091,0.019237,0.021106,0.023056
0.025485,0.023091,0.019237,0.021106,0.023056,0.024312
0.023091,0.019237,0.021106,0.023056,0.024312,0.023482
0.019237,0.021106,0.023056,0.024312,0.023482,0.018916
0.021106,0.023056,0.024312,0.023482,0.018916,0.022887
0.023056,0.024312,0.023482,0.018916,0.022887,0.022658
0.024312,0.023482,0.018916,0.022887,0.022658,0.024656
0.023482,0.018916,0.022887,0.022658,0.024656,0.022028
0.018916,0.022887,0.022658,0.024656,0.022028,0.019215
0.022887,0.022658,0.024656,0.022028,0.019215,0.023196
0.022658,0.024656,0.022028,0.019215,0.023196,0.021531
