p1,p2,p3,n1,n2,n3
0.07033,0.072601,0.051394,0.056207,0.070421,0.076947
0.072601,0.051394,0.056207,0.070421,0.076947,0.053674
0.051394,0.056207,0.070421,0.076947,0.053674,0.068776
0.056207,0.070421,0.076947,0.053674,0.068776,0.059119
0.070421,0.076947,0.053674,0.068776,0.059119,0.062927
0.076947,0.053674,0.068776,0.059119,0.062927,0.1164
0.053674,0.068776,0.059119,0.062927,0.1164,0.074412
0.068776,0.059119,0.062927,0.1164,0.074412,0.059798
0.059119,0.062927,0.1164,0.074412,0.059798,0.067444
0.062927,0.1164,0.074412,0.059798,0.067444,0.090831
0.1164,0.074412,0.059798,0.067444,0.090831,0.11136
0.074412,0.059798,0.067444,0.090831,0.11136,0.10313
0.059798,0.067444,0.090831,0.11136,0.10313,0.094053
0.067444,0.090831,0.11136,0.10313,0.094053,0.074731
0.090831,0.11136,0.10313,0.094053,0.074731,0.083411
0.11136,0.10313,0.094053,0.074731,0.083411,0.045193
0.10313,0.094053,0.074731,0.083411,0.045193,0.086577
0.094053,0.074731,0.083411,0.045193,0.086577,0.063964
0.074731,0.083411,0.045193,0.086577,0.063964,0.077066
0.083411,0.045193,0.086577,0.063964,0.077066,0.079692
0.045193,0.086577,0.063964,0.077066,0.079692,0.089768
0.086577,0.063964,0.077066,0.079692,0.089768,0.062705
0.063964,0.077066,0.079692,0.089768,0.062705,0.064975
0.077066,0.079692,0.089768,0.062705,0.064975,0.053935
0.079692,0.089768,0.062705,0.064975,0.053935,0.068496
0.089768,0.062705,0.064975,0.053935,0.068496,0.064578
0.062705,0.064975,0.053935,0.068496,0.064578,0.058247
0.064975,0.053935,0.068496,0.064578,0.058247,0.064847
0.053935,0.068496,0.064578,0.058247,0.064847,0.052106
0.068496,0.064578,0.058247,0.064847,0.052106,0.060612
0.064578,0.058247,0.064847,0.052106,0.060612,0.05006
0.058247,0.064847,0.052106,0.060612,0.05006,0.057723
0.064847,0.052106,0.060612,0.05006,0.057723,0.042062
0.052106,0.060612,0.05006,0.057723,0.042062,0.026399
0.060612,0.05006,0.057723,0.042062,0.026399,0.027662
0.05006,0.057723,0.042062,0.026399,0.027662,0.036643
0.057723,0.042062,0.026399,0.027662,0.036643,0.039741
0.042062,0.026399,0.027662,0.036643,0.039741,0.040583
0.026399,0.027662,0.036643,0.039741,0.040583,0.052319
0.027662,0.036643,0.039741,0.040583,0.052319,0.045478
0.036643,0.039741,0.040583,0.052319,0.045478,0.046522
0.039741,0.040583,0.052319,0.045478,0.046522,0.047415
0.040583,0.052319,0.045478,0.046522,0.047415,0.042399
0.052319,0.045478,0.046522,0.047415,0.042399,0.045131
0.045478,0.046522,0.047415,0.042399,0.045131,0.047395
0.046522,0.047415,0.042399,0.045131,0.047395,0.045789
0.047415,0.042399,0.045131,0.047395,0.045789,0.04448
0.042399,0.045131,0.047395,0.045789,0.04448,0.064252
0.045131,0.047395,0.045789,0.04448,0.064252,0.052941
0.047395,0.045789,0.04448,0.064252,0.052941,0.07027
0.045789,0.04448,0.064252,0.052941,0.07027,0.060431
0.04448,0.064252,0.052941,0.07027,0.060431,0.053757
0.064252,0.052941,0.07027,0.060431,0.053757,0.062383
0.052941,0.07027,0.060431,0.053757,0.062383,0.050305
0.07027,0.060431,0.053757,0.062383,0.050305,0.041206
0.060431,0.053757,0.062383,0.050305,0.041206,0.046843
0.053757,0.062383,0.050305,0.041206,0.046843,0.045448
0.062383,0.050305,0.041206,0.046843,0.045448,0.054872
0.050305,0.041206,0.046843,0.045448,0.054872,0.045619
0.041206,0.046843,0.045448,0.054872,0.045619,0.047881
0.046843,0.045448,0.054872,0.045619,0.047881,0.045138
0.045448,0.054872,0.045619,0.047881,0.045138,0.059228
0.054872,0.045619,0.047881,0.045138,0.059228,0.050486
0.045619,0.047881,0.045138,0.059228,0.050486,0.038871
0.047881,0.045138,0.059228,0.050486,0.038871,0.068566
0.045138,0.059228,0.050486,0.038871,0.068566,0.043362
0.059228,0.050486,0.038871,0.068566,0.043362,0.050101
0.050486,0.038871,0.068566,0.043362,0.050101,0.036599
0.038871,0.068566,0.043362,0.050101,0.036599,0.047328
0.068566,0.043362,0.050101,0.036599,0.047328,0.043328
0.043362,0.050101,0.036599,0.047328,0.043328,0.047198
0.050101,0.036599,0.047328,0.043328,0.047198,0.056746
0.036599,0.047328,0.043328,0.047198,0.056746,0.067457
0.047328,0.043328,0.047198,0.056746,0.067457,0.059694
0.043328,0.047198,0.056746,0.067457,0.059694,0.054721
0.047198,0.056746,0.067457,0.059694,0.054721,0.057802
0.056746,0.067457,0.059694,0.054721,0.057802,0.05461
0.067457,0.059694,0.054721,0.057802,0.05461,0.06013
0.059694,0.054721,0.057802,0.05461,0.06013,0.054152
0.054721,0.057802,0.05461,0.06013,0.054152,0.055079
0.057802,0.05461,0.06013,0.054152,0.055079,0.055732
0.05461,0.06013,0.054152,0.055079,0.055732,0.064969
0.06013,0.054152,0.055079,0.055732,0.064969,0.055307
0.054152,0.055079,0.055732,0.064969,0.055307,0.062936
0.055079,0.055732,0.064969,0.055307,0.062936,0.051235
0.055732,0.064969,0.055307,0.062936,0.051235,0.063124
0.064969,0.055307,0.062936,0.051235,0.063124,0.046349
0.055307,0.062936,0.051235,0.063124,0.046349,0.054795
0.062936,0.051235,0.063124,0.046349,0.054795,0.050042
0.051235,0.063124,0.046349,0.054795,0.050042,0.065367
0.063124,0.046349,0.054795,0.050042,0.065367,0.05244
0.046349,0.054795,0.050042,0.065367,0.05244,0.052214
0.054795,0.050042,0.065367,0.05244,0.052214,0.062836
0.050042,0.065367,0.05244,0.052214,0.062836,0.045133
0.065367,0.05244,0.052214,0.062836,0.045133,0.0604
0.05244,0.052214,0.062836,0.045133,0.0604,0.045338
0.052214,0.062836,0.045133,0.0604,0.045338,0.036582
0.062836,0.045133,0.0604,0.045338,0.036582,0.043128
0.045133,0.0604,0.045338,0.036582,0.043128,0.042136
0.0604,0.045338,0.036582,0.043128,0.042136,0.05274
0.045338,0.036582,0.043128,0.042136,0.05274,0.050146
0.036582,0.043128,0.042136,0.05274,0.050146,0.044573
0.043128,0.042136,0.05274,0.050146,0.044573,0.038233
0.042136,0.05274,0.050146,0.044573,0.038233,0.03802
0.05274,0.050146,0.044573,0.038233,0.03802,0.039512
0.050146,0.044573,0.038233,0.03802,0.039512,0.047825
0.044573,0.038233,0.03802,0.039512,0.047825,0.044894
0.038233,0.03802,0.039512,0.047825,0.044894,0.04399
0.03802,0.039512,0.047825,0.044894,0.04399,0.043842
0.039512,0.047825,0.044894,0.04399,0.043842,0.047313
0.047825,0.044894,0.04399,0.043842,0.047313,0.040949
0.044894,0.04399,0.043842,0.047313,0.040949,0.046744
0.04399,0.043842,0.047313,0.040949,0.046744,0.056231
0.043842,0.047313,0.040949,0.046744,0.056231,0.055251
0.047313,0.040949,0.046744,0.056231,0.055251,0.047859
0.040949,0.046744,0.056231,0.055251,0.047859,0.04644
0.046744,0.056231,0.055251,0.047859,0.04644,0.040699
0.056231,0.055251,0.047859,0.04644,0.040699,0.037942
0.055251,0.047859,0.04644,0.040699,0.037942,0.043803
0.047859,0.04644,0.040699,0.037942,0.043803,0.047931
0.04644,0.040699,0.037942,0.043803,0.047931,0.044184
0.040699,0.037942,0.043803,0.047931,0.044184,0.048651
0.037942,0.043803,0.047931,0.044184,0.048651,0.038372
0.043803,0.047931,0.044184,0.048651,0.038372,0.044566
0.047931,0.044184,0.048651,0.038372,0.044566,0.061853
0.044184,0.048651,0.038372,0.044566,0.061853,0.048812
0.048651,0.038372,0.044566,0.061853,0.048812,0.038468
0.038372,0.044566,0.061853,0.048812,0.038468,0.047369
0.044566,0.061853,0.048812,0.038468,0.047369,0.041242
0.061853,0.048812,0.038468,0.047369,0.041242,0.040518
0.048812,0.038468,0.047369,0.041242,0.040518,0.039238
0.038468,0.047369,0.041242,0.040518,0.039238,0.038603
0.047369,0.041242,0.040518,0.039238,0.038603,0.034984
0.041242,0.040518,0.039238,0.038603,0.034984,0.042852
0.040518,0.039238,0.038603,0.034984,0.042852,0.035532
0.039238,0.038603,0.034984,0.042852,0.035532,0.030696
0.038603,0.034984,0.042852,0.035532,0.030696,0.053029
0.034984,0.042852,0.035532,0.030696,0.053029,0.038807
0.042852,0.035532,0.030696,0.053029,0.038807,0.042055
0.035532,0.030696,0.053029,0.038807,0.042055,0.032584
0.030696,0.053029,0.038807,0.042055,0.032584,0.041154
0.053029,0.038807,0.042055,0.032584,0.041154,0.034769
0.038807,0.042055,0.032584,0.041154,0.034769,0.034755
0.042055,0.032584,0.041154,0.034769,0.034755,0.033332
0.032584,0.041154,0.034769,0.034755,0.033332,0.035202
0.041154,0.034769,0.034755,0.033332,0.035202,0.032597
0.034769,0.034755,0.033332,0.035202,0.032597,0.027699
0.034755,0.033332,0.035202,0.032597,0.027699,0.03719
0.033332,0.035202,0.032597,0.027699,0.03719,0.033061
0.035202,0.032597,0.027699,0.03719,0.033061,0.029666
0.032597,0.027699,0.03719,0.033061,0.029666,0.032268
0.027699,0.03719,0.033061,0.029666,0.032268,0.036162
0.03719,0.033061,0.029666,0.032268,0.036162,0.036758
0.033061,0.029666,0.032268,0.036162,0.036758,0.031214
0.029666,0.032268,0.036162,0.036758,0.031214,0.029188
0.032268,0.036162,0.036758,0.031214,0.029188,0.038117
0.036162,0.036758,0.031214,0.029188,0.038117,0.030759
0.036758,0.031214,0.029188,0.038117,0.030759,0.035936
0.031214,0.029188,0.038117,0.030759,0.035936,0.040589
0.029188,0.038117,0.030759,0.035936,0.040589,0.02773
0.038117,0.030759,0.035936,0.040589,0.02773,0.027156
0.030759,0.035936,0.040589,0.02773,0.027156,0.030538
0.035936,0.040589,0.02773,0.027156,0.030538,0.027865
0.040589,0.02773,0.027156,0.030538,0.027865,0.032639
0.02773,0.027156,0.030538,0.027865,0.032639,0.03232
0.027156,0.030538,0.027865,0.032639,0.03232,0.033935
0.030538,0.027865,0.032639,0.03232,0.033935,0.036166
0.027865,0.032639,0.03232,0.033935,0.036166,0.02883
0.032639,0.03232,0.033935,0.036166,0.02883,0.027968
0.03232,0.033935,0.036166,0.02883,0.027968,0.038513
0.033935,0.036166,0.02883,0.027968,0.038513,0.026545
0.036166,0.02883,0.027968,0.038513,0.026545,0.030288
0.02883,0.027968,0.038513,0.026545,0.030288,0.03215
0.027968,0.038513,0.026545,0.030288,0.03215,0.025331
0.038513,0.026545,0.030288,0.03215,0.025331,0.027861
0.026545,0.030288,0.03215,0.025331,0.027861,0.033484
0.030288,0.03215,0.025331,0.027861,0.033484,0.029726
0.03215,0.025331,0.027861,0.033484,0.029726,0.044081
0.025331,0.027861,0.033484,0.029726,0.044081,0.029944
0.027861,0.033484,0.029726,0.044081,0.029944,0.027343
0.033484,0.029726,0.044081,0.029944,0.027343,0.029075
0.029726,0.044081,0.029944,0.027343,0.029075,0.02829
0.044081,0.029944,0.027343,0.029075,0.02829,0.0319
0.029944,0.027343,0.029075,0.02829,0.0319,0.027873
0.027343,0.029075,0.02829,0.0319,0.027873,0.029084
0.029075,0.02829,0.0319,0.027873,0.029084,0.029181
0.02829,0.0319,0.027873,0.029084,0.029181,0.030903
0.0319,0.027873,0.029084,0.029181,0.030903,0.030007
0.027873,0.029084,0.029181,0.030903,0.030007,0.032853
0.029084,0.029181,0.030903,0.030007,0.032853,0.025505
0.029181,0.030903,0.030007,0.032853,0.025505,0.025513
0.030903,0.030007,0.032853,0.025505,0.025513,0.030709
0.030007,0.032853,0.025505,0.025513,0.030709,0.028543
0.032853,0.025505,0.025513,0.030709,0.028543,0.030322
0.025505,0.025513,0.030709,0.028543,0.030322,0.025704
0.025513,0.030709,0.028543,0.030322,0.025704,0.023078
0.030709,0.028543,0.030322,0.025704,0.023078,0.030498
0.028543,0.030322,0.025704,0.023078,0.030498,0.023996
0.030322,0.025704,0.023078,0.030498,0.023996,0.026842
0.025704,0.023078,0.030498,0.023996,0.026842,0.023907
0.023078,0.030498,0.023996,0.026842,0.023907,0.02592
0.030498,0.023996,0.026842,0.023907,0.02592,0.023169
0.023996,0.026842,0.023907,0.02592,0.023169,0.027775
0.026842,0.023907,0.02592,0.023169,0.027775,0.026359
0.023907,0.02592,0.023169,0.027775,0.026359,0.022688
0.02592,0.023169,0.027775,0.026359,0.022688,0.040756
0.023169,0.027775,0.026359,0.022688,0.040756,0.02326
0.027775,0.026359,0.022688,0.040756,0.02326,0.024418
0.026359,0.022688,0.040756,0.02326,0.024418,0.024728
0.022688,0.040756,0.02326,0.024418,0.024728,0.023647
0.040756,0.02326,0.024418,0.024728,0.023647,0.027281
0.02326,0.024418,0.024728,0.023647,0.027281,0.027303
0.024418,0.024728,0.023647,0.027281,0.027303,0.024036
0.024728,0.023647,0.027281,0.027303,0.024036,0.028369
0.023647,0.027281,0.027303,0.024036,0.028369,0.026701
0.027281,0.027303,0.024036,0.028369,0.026701,0.031784
0.027303,0.024036,0.028369,0.026701,0.031784,0.028564
0.024036,0.028369,0.026701,0.031784,0.028564,0.024614
0.028369,0.026701,0.031784,0.028564,0.024614,0.025481
0.026701,0.031784,0.028564,0.024614,0.025481,0.023301
0.031784,0.028564,0.024614,0.025481,0.023301,0.027832
0.028564,0.024614,0.025481,0.023301,0.027832,0.031711
0.024614,0.025481,0.023301,0.027832,0.031711,0.024594
0.025481,0.023301,0.027832,0.031711,0.024594,0.027488
0.023301,0.027832,0.031711,0.024594,0.027488,0.023947
0.027832,0.031711,0.024594,0.027488,0.023947,0.030243
0.031711,0.024594,0.027488,0.023947,0.030243,0.035439
0.024594,0.027488,0.023947,0.030243,0.035439,0.027948
0.027488,0.023947,0.030243,0.035439,0.027948,0.027009
0.023947,0.030243,0.035439,0.027948,0.027009,0.026315
0.030243,0.035439,0.027948,0.027009,0.026315,0.021136
0.035439,0.027948,0.027009,0.026315,0.021136,0.024712
0.027948,0.027009,0.026315,0.021136,0.024712,0.021152
0.027009,0.026315,0.021136,0.024712,0.021152,0.021164
0.026315,0.021136,0.024712,0.021152,0.021164,0.021684
0.021136,0.024712,0.021152,0.021164,0.021684,0.022761
0.024712,0.021152,0.021164,0.021684,0.022761,0.024048
0.021152,0.021164,0.021684,0.022761,0.024048,0.023815
0.021164,0.021684,0.022761,0.024048,0.023815,0.02497
0.021684,0.022761,0.024048,0.023815,0.02497,0.028425
0.022761,0.024048,0.023815,0.02497,0.028425,0.034272
0.024048,0.023815,0.02497,0.028425,0.034272,0.032788
0.023815,0.02497,0.028425,0.034272,0.032788,0.03201
0.02497,0.028425,0.034272,0.032788,0.03201,0.037286
0.028425,0.034272,0.032788,0.03201,0.037286,0.029873
0.034272,0.032788,0.03201,0.037286,0.029873,0.037724
0.032788,0.03201,0.037286,0.029873,0.037724,0.032239
0.03201,0.037286,0.029873,0.037724,0.032239,0.041576
0.037286,0.029873,0.037724,0.032239,0.041576,0.034131
0.029873,0.037724,0.032239,0.041576,0.034131,0.031689
0.037724,0.032239,0.041576,0.034131,0.031689,0.029257
0.032239,0.041576,0.034131,0.031689,0.029257,0.027741
0.041576,0.034131,0.031689,0.029257,0.027741,0.026689
0.034131,0.031689,0.029257,0.027741,0.026689,0.025773
0.031689,0.029257,0.027741,0.026689,0.025773,0.021922
0.029257,0.027741,0.026689,0.025773,0.021922,0.022134
0.027741,0.026689,0.025773,0.021922,0.022134,0.025298
0.026689,0.025773,0.021922,0.022134,0.025298,0.020892
0.025773,0.021922,0.022134,0.025298,0.020892,0.023403
0.021922,0.022134,0.025298,0.020892,0.023403,0.020345
0.022134,0.025298,0.020892,0.023403,0.020345,0.020661
0.025298,0.020892,0.023403,0.020345,0.020661,0.024333
0.020892,0.023403,0.020345,0.020661,0.024333,0.019781
0.023403,0.020345,0.020661,0.024333,0.019781,0.022029
0.020345,0.020661,0.024333,0.019781,0.022029,0.020017
0.020661,0.024333,0.019781,0.022029,0.020017,0.017656
0.024333,0.019781,0.022029,0.020017,0.017656,0.026278
0.019781,0.022029,0.020017,0.017656,0.026278,0.023919
0.022029,0.020017,0.017656,0.026278,0.023919,0.020833
0.020017,0.017656,0.026278,0.023919,0.020833,0.020602
0.017656,0.026278,0.023919,0.020833,0.020602,0.025629
0.026278,0.023919,0.020833,0.020602,0.025629,0.033131
0.023919,0.020833,0.020602,0.025629,0.033131,0.022155
0.020833,0.020602,0.025629,0.033131,0.022155,0.022127
0.020602,0.025629,0.033131,0.022155,0.022127,0.022438
0.025629,0.033131,0.022155,0.022127,0.022438,0.020109
0.033131,0.022155,0.022127,0.022438,0.020109,0.019101
0.022155,0.022127,0.022438,0.020109,0.019101,0.019342
0.022127,0.022438,0.020109,0.019101,0.019342,0.02037
0.022438,0.020109,0.019101,0.019342,0.02037,0.020375
0.020109,0.019101,0.019342,0.02037,0.020375,0.020076
0.019101,0.019342,0.02037,0.020375,0.020076,0.02227
0.019342,0.02037,0.020375,0.020076,0.02227,0.019661
0.02037,0.020375,0.020076,0.02227,0.019661,0.018331
0.020375,0.020076,0.02227,0.019661,0.018331,0.017572
0.020076,0.02227,0.019661,0.018331,0.017572,0.012452
0.02227,0.019661,0.018331,0.017572,0.012452,0.016036
0.019661,0.018331,0.017572,0.012452,0.016036,0.015408
0.018331,0.017572,0.012452,0.016036,0.015408,0.013828
0.017572,0.012452,0.016036,0.015408,0.013828,0.018217
0.012452,0.016036,0.015408,0.013828,0.018217,0.021248
0.016036,0.015408,0.013828,0.018217,0.021248,0.023648
0.015408,0.013828,0.018217,0.021248,0.023648,0.021231
0.013828,0.018217,0.021248,0.023648,0.021231,0.02361
0.018217,0.021248,0.023648,0.021231,0.02361,0.022121
0.021248,0.023648,0.021231,0.02361,0.022121,0.025414
0.023648,0.021231,0.02361,0.022121,0.025414,0.022938
0.021231,0.02361,0.022121,0.025414,0.022938,0.023877
0.02361,0.022121,0.025414,0.022938,0.023877,0.019883
0.022121,0.025414,0.022938,0.023877,0.019883,0.023731
0.025414,0.022938,0.023877,0.019883,0.023731,0.023624
0.022938,0.023877,0.019883,0.023731,0.023624,0.023441
0.023877,0.019883,0.023731,0.023624,0.023441,0.036294
0.019883,0.023731,0.023624,0.023441,0.036294,0.033957
0.023731,0.023624,0.023441,0.036294,0.033957,0.023883
0.023624,0.023441,0.036294,0.033957,0.023883,0.027189
0.023441,0.036294,0.033957,0.023883,0.027189,0.030462
0.036294,0.033957,0.023883,0.027189,0.030462,0.032846
0.033957,0.023883,0.027189,0.030462,0.032846,0.034651
0.023883,0.027189,0.030462,0.032846,0.034651,0.025035
0.027189,0.030462,0.032846,0.034651,0.025035,0.026118
0.030462,0.032846,0.034651,0.025035,0.026118,0.021791
0.032846,0.034651,0.025035,0.026118,0.021791,0.033644
0.034651,0.025035,0.026118,0.021791,0.033644,0.03425
0.025035,0.026118,0.021791,0.033644,0.03425,0.02614
0.026118,0.021791,0.033644,0.03425,0.02614,0.025704
0.021791,0.033644,0.03425,0.02614,0.025704,0.024332
0.033644,0.03425,0.02614,0.025704,0.024332,0.027861
0.03425,0.02614,0.025704,0.024332,0.027861,0.02361
0.02614,0.025704,0.024332,0.027861,0.02361,0.021914
0.025704,0.024332,0.027861,0.02361,0.021914,0.019089
0.024332,0.027861,0.02361,0.021914,0.019089,0.01958
0.027861,0.02361,0.021914,0.019089,0.01958,0.020396
0.02361,0.021914,0.019089,0.01958,0.020396,0.018647
0.021914,0.019089,0.01958,0.020396,0.018647,0.024005
0.019089,0.01958,0.020396,0.018647,0.024005,0.019311
0.01958,0.020396,0.018647,0.024005,0.019311,0.026421
0.020396,0.018647,0.024005,0.019311,0.026421,0.018831
0.018647,0.024005,0.019311,0.026421,0.018831,0.021258
0.024005,0.019311,0.026421,0.018831,0.021258,0.018299
0.019311,0.026421,0.018831,0.021258,0.018299,0.017564
0.026421,0.018831,0.021258,0.018299,0.017564,0.018379
0.018831,0.021258,0.018299,0.017564,0.018379,0.019221
0.021258,0.018299,0.017564,0.018379,0.019221,0.016649
0.018299,0.017564,0.018379,0.019221,0.016649,0.018686
0.017564,0.018379,0.019221,0.016649,0.018686,0.018859
0.018379,0.019221,0.016649,0.018686,0.018859,0.017762
0.019221,0.016649,0.018686,0.018859,0.017762,0.017829
0.016649,0.018686,0.018859,0.017762,0.017829,0.019025
0.018686,0.018859,0.017762,0.017829,0.019025,0.018489
0.018859,0.017762,0.017829,0.019025,0.018489,0.018095
0.017762,0.017829,0.019025,0.018489,0.018095,0.019531
0.017829,0.019025,0.018489,0.018095,0.019531,0.024397
0.019025,0.018489,0.018095,0.019531,0.024397,0.02389
0.018489,0.018095,0.019531,0.024397,0.02389,0.018786
0.018095,0.019531,0.024397,0.02389,0.018786,0.017046
0.019531,0.024397,0.02389,0.018786,0.017046,0.024694
0.024397,0.02389,0.018786,0.017046,0.024694,0.019636
0.02389,0.018786,0.017046,0.024694,0.019636,0.017247
0.018786,0.017046,0.024694,0.019636,0.017247,0.016875
0.017046,0.024694,0.019636,0.017247,0.016875,0.016065
0.024694,0.019636,0.017247,0.016875,0.016065,0.018244
0.019636,0.017247,0.016875,0.016065,0.018244,0.018627
0.017247,0.016875,0.016065,0.018244,0.018627,0.017303
0.016875,0.016065,0.018244,0.018627,0.017303,0.020467
0.016065,0.018244,0.018627,0.017303,0.020467,0.019656
0.018244,0.018627,0.017303,0.020467,0.019656,0.017547
0.018627,0.017303,0.020467,0.019656,0.017547,0.016612
0.017303,0.020467,0.019656,0.017547,0.016612,0.018492
0.020467,0.019656,0.017547,0.016612,0.018492,0.020479
0.019656,0.017547,0.016612,0.018492,0.020479,0.018908
0.017547,0.016612,0.018492,0.020479,0.018908,0.029468
0.016612,0.018492,0.020479,0.018908,0.029468,0.023579
0.018492,0.020479,0.018908,0.029468,0.023579,0.021116
0.020479,0.018908,0.029468,0.023579,0.021116,0.022717
0.018908,0.029468,0.023579,0.021116,0.022717,0.029949
0.029468,0.023579,0.021116,0.022717,0.029949,0.024409
0.023579,0.021116,0.022717,0.029949,0.024409,0.019996
0.021116,0.022717,0.029949,0.024409,0.019996,0.033559
0.022717,0.029949,0.024409,0.019996,0.033559,0.026984
0.029949,0.024409,0.019996,0.033559,0.026984,0.028141
0.024409,0.019996,0.033559,0.026984,0.028141,0.032896
0.019996,0.033559,0.026984,0.028141,0.032896,0.026392
0.033559,0.026984,0.028141,0.032896,0.026392,0.028514
0.026984,0.028141,0.032896,0.026392,0.028514,0.032292
0.028141,0.032896,0.026392,0.028514,0.032292,0.10403
0.032896,0.026392,0.028514,0.032292,0.10403,0.049388
0.026392,0.028514,0.032292,0.10403,0.049388,0.03249
0.028514,0.032292,0.10403,0.049388,0.03249,0.030758
0.032292,0.10403,0.049388,0.03249,0.030758,0.024196
0.10403,0.049388,0.03249,0.030758,0.024196,0.024924
0.049388,0.03249,0.030758,0.024196,0.024924,0.029839
0.03249,0.030758,0.024196,0.024924,0.029839,0.035765
0.030758,0.024196,0.024924,0.029839,0.035765,0.037757
0.024196,0.024924,0.029839,0.035765,0.037757,0.033394
0.024924,0.029839,0.035765,0.037757,0.033394,0.034895
0.029839,0.035765,0.037757,0.033394,0.034895,0.04885
0.035765,0.037757,0.033394,0.034895,0.04885,0.027283
0.037757,0.033394,0.034895,0.04885,0.027283,0.041227
0.033394,0.034895,0.04885,0.027283,0.041227,0.031657
0.034895,0.04885,0.027283,0.041227,0.031657,0.027159
0.04885,0.027283,0.041227,0.031657,0.027159,0.027142
0.027283,0.041227,0.031657,0.027159,0.027142,0.033786
0.041227,0.031657,0.027159,0.027142,0.033786,0.032261
0.031657,0.027159,0.027142,0.033786,0.032261,0.025766
0.027159,0.027142,0.033786,0.032261,0.025766,0.036909
0.027142,0.033786,0.032261,0.025766,0.036909,0.03342
0.033786,0.032261,0.025766,0.036909,0.03342,0.03124
0.032261,0.025766,0.036909,0.03342,0.03124,0.032215
0.025766,0.036909,0.03342,0.03124,0.032215,0.026261
0.036909,0.03342,0.03124,0.032215,0.026261,0.025805
0.03342,0.03124,0.032215,0.026261,0.025805,0.023349
0.03124,0.032215,0.026261,0.025805,0.023349,0.025901
0.032215,0.026261,0.025805,0.023349,0.025901,0.020805
0.026261,0.025805,0.023349,0.025901,0.020805,0.02307
0.025805,0.023349,0.025901,0.020805,0.02307,0.017357
0.023349,0.025901,0.020805,0.02307,0.017357,0.030055
0.025901,0.020805,0.02307,0.017357,0.030055,0.032646
0.020805,0.02307,0.017357,0.030055,0.032646,0.026241
0.02307,0.017357,0.030055,0.032646,0.026241,0.026804
0.017357,0.030055,0.032646,0.026241,0.026804,0.026244
0.030055,0.032646,0.026241,0.026804,0.026244,0.023459
0.032646,0.026241,0.026804,0.026244,0.023459,0.033908
0.026241,0.026804,0.026244,0.023459,0.033908,0.028805
0.026804,0.026244,0.023459,0.033908,0.028805,0.035516
0.026244,0.023459,0.033908,0.028805,0.035516,0.026772
0.023459,0.033908,0.028805,0.035516,0.026772,0.032915
0.033908,0.028805,0.035516,0.026772,0.032915,0.036279
0.028805,0.035516,0.026772,0.032915,0.036279,0.024085
0.035516,0.026772,0.032915,0.036279,0.024085,0.020541
0.026772,0.032915,0.036279,0.024085,0.020541,0.020035
0.032915,0.036279,0.024085,0.020541,0.020035,0.021595
0.036279,0.024085,0.020541,0.020035,0.021595,0.021392
0.024085,0.020541,0.020035,0.021595,0.021392,0.025141
0.020541,0.020035,0.021595,0.021392,0.025141,0.032056
0.020035,0.021595,0.021392,0.025141,0.032056,0.022803
0.021595,0.021392,0.025141,0.032056,0.022803,0.036558
0.021392,0.025141,0.032056,0.022803,0.036558,0.032265
0.025141,0.032056,0.022803,0.036558,0.032265,0.029995
0.032056,0.022803,0.036558,0.032265,0.029995,0.028467
0.022803,0.036558,0.032265,0.029995,0.028467,0.023316
0.036558,0.032265,0.029995,0.028467,0.023316,0.02663
0.032265,0.029995,0.028467,0.023316,0.02663,0.022858
0.029995,0.028467,0.023316,0.02663,0.022858,0.032249
0.028467,0.023316,0.02663,0.022858,0.032249,0.027589
0.023316,0.02663,0.022858,0.032249,0.027589,0.023913
0.02663,0.022858,0.032249,0.027589,0.023913,0.021012
0.022858,0.032249,0.027589,0.023913,0.021012,0.020861
0.032249,0.027589,0.023913,0.021012,0.020861,0.019129
0.027589,0.023913,0.021012,0.020861,0.019129,0.024123
0.023913,0.021012,0.020861,0.019129,0.024123,0.01674
0.021012,0.020861,0.019129,0.024123,0.01674,0.02177
0.020861,0.019129,0.024123,0.01674,0.02177,0.023948
0.019129,0.024123,0.01674,0.02177,0.023948,0.024034
0.024123,0.01674,0.02177,0.023948,0.024034,0.018024
0.01674,0.02177,0.023948,0.024034,0.018024,0.020335
0.02177,0.023948,0.024034,0.018024,0.020335,0.023623
0.023948,0.024034,0.018024,0.020335,0.023623,0.020892
0.024034,0.018024,0.020335,0.023623,0.020892,0.027033
0.018024,0.020335,0.023623,0.020892,0.027033,0.020566
0.020335,0.023623,0.020892,0.027033,0.020566,0.021792
0.023623,0.020892,0.027033,0.020566,0.021792,0.023108
0.020892,0.027033,0.020566,0.021792,0.023108,0.026456
0.027033,0.020566,0.021792,0.023108,0.026456,0.024121
0.020566,0.021792,0.023108,0.026456,0.024121,0.031993
0.021792,0.023108,0.026456,0.024121,0.031993,0.021418
0.023108,0.026456,0.024121,0.031993,0.021418,0.02422
0.026456,0.024121,0.031993,0.021418,0.02422,0.028021
0.024121,0.031993,0.021418,0.02422,0.028021,0.021364
0.031993,0.021418,0.02422,0.028021,0.021364,0.01869
0.021418,0.02422,0.028021,0.021364,0.01869,0.018845
0.02422,0.028021,0.021364,0.01869,0.018845,0.018949
0.028021,0.021364,0.01869,0.018845,0.018949,0.021744
0.021364,0.01869,0.018845,0.018949,0.021744,0.017565
0.01869,0.018845,0.018949,0.021744,0.017565,0.017902
0.018845,0.018949,0.021744,0.017565,0.017902,0.019897
